MAVCH1 ; MAVCH2 ; MAVCH3 ; MAVCH4 ; SSCCH1 ; SSCCH2 ; SSCCH3 ; SSCCH4 ; WLCH1 ; WLCH2 ; WLCH3 ; WLCH4 ; RMSCH1 ; RMSCH2 ; RMSCH3 ; RMSCH4 ; VARCH1 ; VARCH2 ; VARCH3 ; VARCH4 ; ZCCH1 ; ZCCH2 ; ZCCH3 ; ZCCH4 ; Resposta
9.06448536165777 ; 35.99872952444845 ; 60.04901844365829 ; 47.346538718584945 ; 66.90442225392297 ; 42.15607401448109 ; 27.733333333333334 ; 38.04744525547445 ; 6.510587162173247 ; 37.04987105113933 ; 59.54945224797531 ; 46.2999139939817 ; 9.015678392511113 ; 36.583722916394755 ; 67.09453347921828 ; 51.73736977320138 ; 2.450773338215978 ; 20.392924859976475 ; 45.6516707896929 ; 28.95123818343344 ; 47.39336492890995 ; 35.6 ; 48.635235732009924 ; 53.25301204819277 ; Estender
11.597919656057023 ; 48.052653300142104 ; 60.66570543001748 ; 56.350652957169444 ; 70.39942938659058 ; 34.111021721641194 ; 11.822222222222223 ; 14.507299270072993 ; 13.312063658423822 ; 52.67456693822043 ; 56.65264119068146 ; 54.914527922354445 ; 18.27143479448826 ; 53.51129479084274 ; 63.28908035694498 ; 55.1634521543294 ; 6.320332053688828 ; 36.150411685507194 ; 40.72324417570477 ; 32.59307728390574 ; 75.67140600315956 ; 43.0 ; 35.11166253101737 ; 35.18072289156626 ; Estender
5.469870835944903 ; 15.482372632993492 ; 89.05136891601904 ; 76.4254632972297 ; 67.11840228245364 ; 67.98069187449718 ; 11.822222222222223 ; 17.244525547445257 ; 5.619351421951487 ; 15.959448579022826 ; 86.73520855174489 ; 74.71291429234806 ; 4.470108438729766 ; 13.29149689277449 ; 87.53944534632164 ; 70.48829092885693 ; 1.0525297616056415 ; 5.2485562174123706 ; 76.94523740865404 ; 51.50521730130081 ; 70.3001579778831 ; 47.2 ; 44.540942928039705 ; 38.55421686746988 ; Estender
5.488465649946894 ; 23.406203045945958 ; 70.83388871399553 ; 66.37057737617816 ; 72.53922967189729 ; 46.98310539018504 ; 13.777777777777779 ; 20.072992700729927 ; 4.538982322204676 ; 27.457207937290452 ; 66.11265632080587 ; 64.41075570679865 ; 4.8087565596537445 ; 22.087924752992947 ; 75.46748833089289 ; 65.18372386061114 ; 1.1453023146676105 ; 10.07804490063868 ; 57.48584991614661 ; 44.473888798975715 ; 66.0347551342812 ; 50.2 ; 36.60049627791563 ; 39.75903614457831 ; Estender
8.629825114247298 ; 52.76827126672281 ; 62.96088823249593 ; 52.5035886258222 ; 66.26248216833096 ; 28.31858407079646 ; 15.28888888888889 ; 26.55109489051095 ; 8.070508885702056 ; 59.35980770025675 ; 61.02192123032467 ; 51.27323814044743 ; 7.839121898595953 ; 51.20186907034371 ; 63.80643887933219 ; 52.008394203521846 ; 2.0571514143919525 ; 33.76500817922464 ; 41.3767479316379 ; 29.231527776179174 ; 61.45339652448657 ; 42.2 ; 43.92059553349876 ; 40.72289156626506 ; Estender
30.531368172116885 ; 46.64731872083964 ; 96.44274597194855 ; 99.71425667995298 ; 39.30099857346648 ; 19.95172968624296 ; 9.777777777777779 ; 7.572992700729927 ; 27.406063173414267 ; 50.15813263448552 ; 94.2034262422726 ; 95.51719894301048 ; 33.668080108401206 ; 40.044939023708 ; 93.0930792164776 ; 92.3081357780696 ; 15.794860397967517 ; 23.289606413298582 ; 86.84812579486784 ; 85.82884812651052 ; 35.54502369668246 ; 42.6 ; 45.28535980148883 ; 35.18072289156626 ; Estender
9.80408005110863 ; 46.196672932040386 ; 86.47733760044649 ; 91.48409855558363 ; 60.62767475035663 ; 24.376508447304907 ; 14.844444444444445 ; 19.98175182481752 ; 9.489762378288082 ; 52.5355870198881 ; 84.56596303649283 ; 89.95051617876511 ; 8.49846376752011 ; 40.15649121212692 ; 88.84768227222435 ; 89.91101557683686 ; 2.2750234790890924 ; 23.385771073108486 ; 79.2240602422525 ; 81.63320607125331 ; 60.505529225908376 ; 42.6 ; 43.54838709677419 ; 53.01204819277108 ; Estender
10.856348222807584 ; 42.00717052415854 ; 63.57080478596877 ; 43.01613168602427 ; 66.40513552068474 ; 43.604183427192275 ; 33.51111111111111 ; 33.85036496350365 ; 9.738492501356653 ; 44.680467357243145 ; 62.431724066611125 ; 41.370108962204654 ; 10.301669697469915 ; 41.87096040151069 ; 70.64739931808877 ; 43.78479102070462 ; 2.9064120875684094 ; 24.885197737134497 ; 50.50690572356564 ; 21.32362471297074 ; 56.872037914691944 ; 32.8 ; 51.240694789081886 ; 42.16867469879518 ; Estender
9.84588663930448 ; 47.805685693501225 ; 79.9214546946564 ; 89.27887054435256 ; 54.63623395149786 ; 22.68704746580853 ; 8.977777777777778 ; 13.959854014598541 ; 9.038664406848742 ; 48.580690430691945 ; 75.68187500336852 ; 87.32956611319376 ; 10.232140965072835 ; 45.486766439699466 ; 83.28691337368599 ; 85.64784278001211 ; 2.881093163373235 ; 28.181962522347014 ; 69.76740940584995 ; 74.43053200833985 ; 63.34913112164297 ; 22.2 ; 36.10421836228288 ; 51.80722891566265 ; Estender
10.106998385006236 ; 22.138954779662082 ; 61.14645368987611 ; 56.162014400294474 ; 59.84308131241084 ; 55.34995977473854 ; 31.466666666666665 ; 35.31021897810219 ; 9.466766546877679 ; 22.65614563135465 ; 58.761634161349406 ; 55.4375644835988 ; 12.647887744810355 ; 20.485639348800326 ; 72.02839531574742 ; 61.40833075523648 ; 3.8058374178829597 ; 9.117880560049688 ; 52.46030417739362 ; 39.782340094246706 ; 67.9304897314376 ; 43.2 ; 49.25558312655087 ; 41.9277108433735 ; Estender
7.3144028684476945 ; 37.76225663708373 ; 61.41912185683217 ; 50.101612384455095 ; 65.54921540656206 ; 36.04183427192277 ; 27.555555555555557 ; 28.467153284671532 ; 6.50538079569676 ; 41.520705165224065 ; 59.602316704050345 ; 48.5879353195837 ; 6.9588781405146065 ; 36.476626033491314 ; 69.96750863203228 ; 53.48359736768211 ; 1.7771141028815438 ; 20.305965599748642 ; 49.55881930378113 ; 30.78066658991814 ; 75.35545023696683 ; 43.6 ; 50.74441687344913 ; 42.40963855421687 ; Estender
12.057082708202685 ; 57.29490020079636 ; 68.00783523084944 ; 53.35751822215293 ; 53.566333808844504 ; 19.388576025744168 ; 11.733333333333333 ; 15.875912408759124 ; 10.536901394493407 ; 61.315917794538436 ; 65.35419166456234 ; 51.50734202963762 ; 12.018724389462484 ; 53.43017464820718 ; 67.22363480078715 ; 51.27861379048517 ; 3.555991109525736 ; 36.06534899979992 ; 45.82381357199365 ; 28.479861821276728 ; 57.187993680884674 ; 25.6 ; 37.593052109181144 ; 39.036144578313255 ; Estender
22.383428148283087 ; 30.48968878591224 ; 74.76804400993318 ; 90.03800944442968 ; 53.49500713266762 ; 48.35076427996782 ; 33.68888888888889 ; 27.18978102189781 ; 22.37636650257688 ; 32.63634419205966 ; 74.10600904484919 ; 87.3763421374633 ; 33.78782290399386 ; 28.99413257380867 ; 89.16870754569588 ; 100.00000000000001 ; 15.883427882499532 ; 14.62650945126386 ; 79.78833430854094 ; 100.0 ; 60.18957345971564 ; 33.6 ; 57.44416873449131 ; 48.433734939759034 ; Estender
27.626533110626873 ; 59.85368352469469 ; 74.0955061657387 ; 57.338593688427515 ; 49.2867332382311 ; 21.48028962188254 ; 22.133333333333333 ; 26.277372262773724 ; 27.75440644200313 ; 62.343119936486005 ; 72.4449355162578 ; 55.71525148779927 ; 39.31073301769885 ; 59.985314495611576 ; 78.6632864884738 ; 57.97270258306241 ; 20.217250119818576 ; 43.23415551113594 ; 62.36180992803302 ; 35.73908207624488 ; 50.23696682464455 ; 28.2 ; 43.79652605459057 ; 40.24096385542169 ; Estender
9.013503841001429 ; 8.186947465287194 ; 77.0358521885305 ; 69.74571969964688 ; 66.33380884450784 ; 73.29042638777152 ; 14.311111111111112 ; 21.715328467153284 ; 9.81262168323157 ; 12.785605664238307 ; 76.99795722755877 ; 68.94419827506442 ; 8.320237374930077 ; 6.906632296032449 ; 78.88390149973004 ; 70.78838453013083 ; 2.2154514375534666 ; 2.4195534640005167 ; 62.70573154471267 ; 51.91834873931064 ; 77.25118483412322 ; 75.2 ; 46.526054590570716 ; 51.325301204819276 ; Estender
8.604420012288978 ; 34.32367519580451 ; 72.42786048052814 ; 67.68860312061864 ; 67.26105563480742 ; 43.121480289621886 ; 25.77777777777778 ; 22.62773722627737 ; 6.982422120071001 ; 35.600863774303576 ; 68.79436696674922 ; 61.864595863806606 ; 7.856514567031174 ; 31.839838615269837 ; 83.71385736562632 ; 72.35773679130003 ; 2.0628177430962924 ; 16.694344098753138 ; 70.47218243260276 ; 54.1055976517634 ; 55.60821484992101 ; 41.0 ; 47.89081885856079 ; 14.939759036144578 ; Estender
